year,month,day,hour,min,dayweek,IN,OUT,VOIP,Netflix,DAZN
2022,1,20,23,55,5,277106753.27,46577462.4406,123639.04,44551392,63262.5067
2022,1,21,0,0,6,299906379.969,47002534.8365,145258.8533,37661670.4267,49240.1067
2022,1,21,0,5,6,324723117.24,48638734.5003,15712.2133,39490805.8667,43969.2533
2022,1,21,0,10,6,316823316.144,41664924.5261,13115.3067,37260716.9067,13717.0667
2022,1,21,0,15,6,363226403.275,44218657.3711,17388.72,36013814.88,11344
2022,1,21,0,20,6,320873476.249,45016189.0835,17392.5333,56814116.8,26816.5333
2022,1,21,0,25,6,281790215.311,47119239.3149,37884.6667,39971247.3333,52751.92
2022,1,21,0,30,6,248450843.941,50800200.2679,108664.2133,32015831.4667,23564.1067
2022,1,21,0,35,6,267003821.184,46728791.3356,115248.5333,35598568,29169.8667
2022,1,21,0,40,6,240651600.747,50606978.1012,219938.56,33307327.04,61669.12
2022,1,21,0,45,6,253048101.233,50585119.8709,548388.5867,26086011.52,44049.3333
2022,1,21,0,50,6,252018757.767,55034413.3184,1074367.8933,30749041.1733,47165.68
2022,1,21,0,55,6,213669515.03,51833378.5448,167715.3067,35049980.48,47656
2022,1,21,1,0,6,189234262.19,55869389.002,164438.2667,41462476,23843.3067
2022,1,21,1,5,6,191766497.691,49891773.1086,443858.6667,36923005.8667,107988.0533
2022,1,21,1,10,6,218296138.399,49937886.4175,448592,36844240,114872
2022,1,21,1,15,6,227161837.115,40748836.8791,2207861.8667,77509620.2667,78510.4
2022,1,21,1,20,6,176489420.745,42543146.453,362074.0267,37219013.76,49683.52
2022,1,21,1,25,6,150924063.932,47907541.0766,1321912.64,26304486,34393.3333
2022,1,21,1,30,6,180448214.227,47649165.8686,222794.72,28151019.04,12219.68
2022,1,21,1,35,6,189724941.027,44532869.2228,3215.8933,27939626.9867,24212.8
2022,1,21,1,40,6,171805132.826,40196673.4141,21836.6667,38069927.0667,19466.9867
2022,1,21,1,45,6,141420097.05,42452114.8307,27275.4133,48672546.3467,123624.7733
2022,1,21,1,50,6,151146103.321,44247447.7128,32561.4933,44371649.0667,38244.48
2022,1,21,1,55,6,128004769.993,44389563.1067,51315.28,37828692.16,16760.6133
2022,1,21,2,0,6,151683450.289,30018082.5118,1231.36,34295974.5067,15656
2022,1,21,2,5,6,135293340.605,36429156.6515,64980,47865045.6,29831.36
2022,1,21,2,10,6,126243699.099,35715553.8039,1706.9333,36440688.6667,30208.1067
2022,1,21,2,15,6,137278093.862,41096575.7024,229.2267,29840324.5867,42765.9733
2022,1,21,2,20,6,121860103.424,43813275.731,530.8,20746277.8667,59216.0267
2022,1,21,2,25,6,124371987.103,40605289.0068,27570.6667,26498934.2933,14849.44
2022,1,21,2,30,6,134672094.154,38924244.5408,814.5067,23990306.7733,11208
2022,1,21,2,35,6,125853007.695,47084120.2656,455.8933,21119340.16,28295.7333
2022,1,21,2,40,6,96593135.0343,42178807.5524,487.5733,16657741.9733,29648
2022,1,21,2,45,6,101239895.92,45683100.2382,448.5333,14365449.1733,30190.6667
2022,1,21,2,50,6,98446457.0108,45284853.1783,20718.08,19432636.8,21496.64
2022,1,21,2,55,6,108967812.136,50171373.7572,871.8933,15190654.9333,37833.76
2022,1,21,3,0,6,108767096.526,50446544.7143,23403.84,14161306.88,3856.32
2022,1,21,3,5,6,89837150.2777,43000221.1573,884.48,11659455.4667,27124.8
2022,1,21,3,10,6,104855703.047,34830718.835,25882.0267,18483244.16,36291.0933
2022,1,21,3,15,6,93631951.3231,32795372.4476,705.76,21659152.16,6142.5067
2022,1,21,3,20,6,76434795.8279,36534018.7842,23867.52,14198496.5333,17614.7467
2022,1,21,3,25,6,80172482.6763,38948470.5333,36402.88,9464153.4933,27879.3333
2022,1,21,3,30,6,76309685.7369,39983679.6092,834.88,8859366.72,55066.88
2022,1,21,3,35,6,87335272.9927,54692038.459,446.72,9676885.44,30791.76
2022,1,21,3,40,6,90151577.8887,50973422.9461,455.8933,12752658.1333,28792
2022,1,21,3,45,6,103567559.952,47414796.7692,440.2133,7832796.2667,20824.96
2022,1,21,3,50,6,82582627.9204,45765002.2878,337.7333,10704353.2,19594.48
2022,1,21,3,55,6,63723221.5199,51988424.3855,336,10754160,19600
2022,1,21,4,0,6,66912929.893,58072393.1232,849.0667,23392286.5067,128741.76
2022,1,21,4,5,6,66796911.3379,41756633.8755,27180.2667,11365488.2133,23935.9467
2022,1,21,4,10,6,79347063.5336,46427283.3905,836.5333,10862098.2667,18238.2133
2022,1,21,4,15,6,76770112.4721,40931035.9034,312.96,10556152.8533,18992
2022,1,21,4,20,6,62152815.7813,52600034.9703,23115.84,12403130.0267,18309.9733
2022,1,21,4,25,6,72596162.6785,64323311.8366,628.0533,12035277.0133,18256
2022,1,21,4,30,6,68995507.6375,53057142.0796,367.2,9888700.6667,49528.64
2022,1,21,4,35,6,63286863.9038,59133885.8274,118333.8667,9033072.1067,52248
2022,1,21,4,40,6,73382956.2884,60731267.4982,1906.88,5780918.4,40247.28
2022,1,21,4,45,6,66918004.2296,57958641.7101,477.2,10288985.7333,24903.68
2022,1,21,4,50,6,68708275.246,57814501.7275,306.3467,6749339.6267,23648
2022,1,21,4,55,6,75858662.9221,61074752.2549,445.6,6792228.6667,3867.2
2022,1,21,5,0,6,83337841.2629,53555032.7995,542.72,7589384.64,66637.2533
2022,1,21,5,5,6,79778637.2042,59536622.5903,290.56,8722178.24,59311.1467
2022,1,21,5,10,6,88086428.9258,68185555.6272,288,8733512,57832
2022,1,21,5,15,6,95808913.328,61593668.9355,1037.8667,15075608,44742.4
2022,1,21,5,20,6,85550898.9709,58679321.3921,489.4667,7286692.1333,21046
2022,1,21,5,25,6,80363478.6654,54184592.1962,424.7467,6243035.84,24302
2022,1,21,5,30,6,74382594.0395,60086219.3102,202.9867,11149056.2133,20165.12
2022,1,21,5,35,6,79144436.1206,48500090.0408,649.92,8263184.4267,10102
2022,1,21,5,40,6,72504954.5528,50638539.9336,380.6667,5087438,31648.16
2022,1,21,5,45,6,76955468.0173,54830506.2952,352.32,6211957.5467,29550.8267
2022,1,21,5,50,6,81281811.141,55934578.344,352,11745875.68,11627.4667
2022,1,21,5,55,6,78720901.5283,62538988.7802,352,7317248.1067,9960
2022,1,21,6,0,6,75506084.8839,63082387.2293,478.2933,8711481.7067,34065.6
2022,1,21,6,5,6,66735693.5103,56959515.1308,495.7333,2588410.2667,12501.6
2022,1,21,6,10,6,79268202.7339,53046715.5067,330.24,5752120.2133,9904
2022,1,21,6,15,6,90644008.9735,56120283.9706,469.6,7843949.7333,10805.3333
2022,1,21,6,20,6,86493854.7159,57236797.3852,266.7733,5648284.16,15281.52
2022,1,21,6,25,6,89299982.7536,55639752.7788,482.7733,5167970.9867,15608
2022,1,21,6,30,6,104057141.277,45483492.8063,362.1333,5047979.4667,36521.84
2022,1,21,6,35,6,121050167.313,49838458.174,375.84,6642404,36027.84
2022,1,21,6,40,6,125135396.604,45788009.4,471.04,9886609.12,35848
2022,1,21,6,45,6,131462897.749,47867143.7948,448.32,9170533.3333,27707.84
2022,1,21,6,50,6,142665538.911,36734562.8796,369.0667,6945301.9733,27000
2022,1,21,6,55,6,133362089.706,44473122.3184,383.7867,6458699.2,3931.68
2022,1,21,7,0,6,129569718.48,47174929.4934,470.24,6790479.04,52541.44
2022,1,21,7,5,6,154515310.084,37818327.2016,472,5135039.28,37794.3467
2022,1,21,7,10,6,162226702.52,45917105.7233,20516.2667,8032297.3333,4488
2022,1,21,7,15,6,181586496.421,48416608.4971,101423.2533,17413849.7067,1648
2022,1,21,7,20,6,150664066.644,49342411.3459,1737.8133,14214538.1333,38922.4
2022,1,21,7,25,6,153414650.176,49067135.5794,22882.5333,10820862.2667,23595.2
2022,1,21,7,30,6,135964682.9,51819770.8027,820.4,11072729.0667,19349.9733
2022,1,21,7,35,6,139421294.249,47575016.9523,432.1333,11190948.9333,19048
2022,1,21,7,40,6,153482489.878,48588516.8544,368.8533,10683412.48,15886.4
2022,1,21,7,45,6,161790219.578,44996707.1851,304.8533,11069679.1467,110233.6533
2022,1,21,7,50,6,179253732.006,45098773.8165,193.4933,18670888.7467,58467.0933
2022,1,21,7,55,6,181644025.196,51108923.3976,333.6,18437275.3333,207376.64
2022,1,21,8,0,6,179425932.525,56046735.2727,951616.8533,15116249.7067,37316.2667
2022,1,21,8,5,6,172731957.578,46298971.0791,31929.92,16109831.7867,32842.9867
2022,1,21,8,10,6,218086497.221,54630987.5916,510.2933,11692799.2533,33920
2022,1,21,8,15,6,216855559.483,56422389.185,295.3333,12537224.8,29340.2667
2022,1,21,8,20,6,205860215.309,52539481.9272,148722.24,24919929.28,28960
2022,1,21,8,25,6,211999667.782,54748089.3781,41711.7333,21911487.2,16977.4933
2022,1,21,8,30,6,243250018.52,56076248.5457,878.8267,17707230.9333,19711.3333
2022,1,21,8,35,6,239802672.781,58008794.2731,344.1333,18994353.7333,18618.9867
2022,1,21,8,40,6,222348629.407,58532342.9041,122003.9467,21679928.1067,36199.3333
2022,1,21,8,45,6,229063930.868,61896384.5585,31757.4667,16669862.2667,112085.84
2022,1,21,8,50,6,207611774.74,55346494.3036,23513.3333,23129198.1333,125155.0933
2022,1,21,8,55,6,214326010.096,58591102.6656,980,18837170.4,125608
2022,1,21,9,0,6,206717966.868,61885809.5051,15804.7467,22278528.3733,62471.0933
2022,1,21,9,5,6,232396668.338,58983353.1275,310871.2,21608607.36,215733.2
2022,1,21,9,10,6,227455564.453,60796297.5309,313848,21600992,227720
2022,1,21,9,15,6,247243843.753,57288442.9694,36539.2,16989874.4,347910.6667
2022,1,21,9,20,6,248944014.178,57164032.8447,31324.5333,13394234.9333,174586.5867
2022,1,21,9,25,6,263552823.734,60861480.5306,48551.68,12691503.04,169054.8
2022,1,21,9,30,6,279658323.345,65688190.1142,2331.2,10603078.4,104977.1733
2022,1,21,9,35,6,264654831.26,62145913.2486,314.1333,7655638.4,38386.08
2022,1,21,9,40,6,251569924.421,63848548.1913,381.84,3104101.52,37791.7867
2022,1,21,9,45,6,269487900.942,63374245.2094,20224.4267,3346568,21048.56
2022,1,21,9,50,6,266064831.251,66476597.1997,1011.04,4195583.92,134629.44
2022,1,21,9,55,6,241094995.654,67824144.1147,400,4221520,170112
2022,1,21,10,0,6,278529980.814,176146503.241,597.3333,176920.7467,55149.6
2022,1,21,10,5,6,285338046.991,58279992.7541,457.92,2573443.9467,153707.84
2022,1,21,10,10,6,278530454.44,60511525.8192,125920.5333,7352268.9067,56546.56
2022,1,21,10,15,6,305912495.635,60288425.8585,2543.8667,9972641.8667,131982.88
2022,1,21,10,20,6,284427561.351,62700314.7362,416.1067,12961389.0133,54467.76
2022,1,21,10,25,6,312114931.99,59843228.1764,17978.6667,15796150.2933,26289.04
2022,1,21,10,30,6,338395520.225,61317662.0588,51336.4267,18505505.4933,31127.3067
2022,1,21,10,35,6,329221363.45,71348686.5852,175432.2667,22973231.7333,5817.6533
2022,1,21,10,40,6,332169616.576,70622614.999,426546.88,17727021.76,2840
2022,1,21,10,45,6,322208762.869,69814191.6027,129752.2133,18326132.16,37670.2667
2022,1,21,10,50,6,292055798.687,69024916.7805,44991.8667,17426655.0667,14220.16
2022,1,21,10,55,6,325077343.581,67085445.4568,730415.04,10222994.6667,50244.8
2022,1,21,11,0,6,300727644.035,61508969.1805,1510228.1333,13961713.4667,119218
2022,1,21,11,5,6,308970271.627,63139882.226,1157416.2133,19356464.5333,138149.3333
2022,1,21,11,10,6,325632848.808,59293010.1401,1027702.08,10705202.24,12514.32
2022,1,21,11,15,6,288681329.535,58538774.4392,950871.4667,19355108.3733,109593.3333
2022,1,21,11,20,6,303074155.113,61290344.691,1026286.0267,11756518.9333,42802.56
2022,1,21,11,25,6,335186533.948,61294028.9893,1150918.5333,8806043.2,17994.6667
2022,1,21,11,30,6,377107630.978,59373146.5133,1535013.6533,14606201.92,44462
2022,1,21,11,35,6,356699276.821,63312487.6839,1102861.6533,12363407.7867,216788.48
2022,1,21,11,40,6,335428828.839,63080443.4548,1287907.52,10712114.7733,163037.76
2022,1,21,11,45,6,347265623.973,64975198.9849,1335729.2,14554889.2,154953.76
2022,1,21,11,50,6,357287950.152,59093814.8853,1132662.8,8965210.5333,42757.3333
2022,1,21,11,55,6,358756758.651,60733439.5529,1119170.1333,16335990.9333,47696.5067
2022,1,21,12,0,6,365617371.639,61793182.2742,963200.6667,8989541.0667,41624.4267
2022,1,21,12,5,6,376333145.074,61398467.2916,1433212.8,27557876.9067,14261.28
2022,1,21,12,10,6,384047571.489,65436243.7568,786103.04,18049923.84,55917.3867
2022,1,21,12,15,6,368487082.162,60054747.1431,856576.32,19347048.8533,8113.0667
2022,1,21,12,20,6,409573490.93,63538153.264,1068368.4267,18973169.3867,214383.04
2022,1,21,12,25,6,480764746.692,62439036.9934,53591.68,27454562.7733,45256
2022,1,21,12,30,6,338270387.91,60365989.6473,1012.6933,26124562.7733,22329.5467
2022,1,21,12,35,6,342082991.239,59559584.0608,424.8533,23703453.8667,35380.48
2022,1,21,12,40,6,359210388.033,59798787.28,20252.0533,24473436.2667,40653.12
2022,1,21,12,45,6,375899789.53,57976029.5766,51380.9333,36977341.2,64236.32
2022,1,21,12,50,6,360448161.753,56756518.8657,1173.5467,27445415.2533,65872.56
2022,1,21,12,55,6,383413932.438,58961099.9812,55228.2667,32071269.12,23132
2022,1,21,13,0,6,365097322.287,59165467.3746,60759.2533,31675473.3867,27366.08
2022,1,21,13,5,6,345313676.913,56295843.9535,168536.4267,32025008.5333,53516.8
2022,1,21,13,10,6,367176199.996,57014709.0234,169992,32029816,55432
2022,1,21,13,15,6,366780603.393,56307469.1451,1723250.0267,74419360.32,128337.92
2022,1,21,13,20,6,350364424.479,54922754.0558,184809.3867,37587477.12,79663.9467
2022,1,21,13,25,6,389518616.466,54527731.5808,1604024.64,42700774.72,28548.9333
2022,1,21,13,30,6,384423284.744,52650779.9584,1426561.7333,51759839.4667,26857.44
2022,1,21,13,35,6,406532478.655,51843651.7527,2013058.8,71160948.2667,42344
2022,1,21,13,40,6,386968192.782,48697705.9281,1935321.6,67090384.4267,122096.24
2022,1,21,13,45,6,372094766.914,50395827.7657,3615226.56,67446520.4267,50183.76
2022,1,21,13,50,6,362603060.048,47603679.2304,1917378.1333,59102157.0667,50290.4533
2022,1,21,13,55,6,418779806.82,49841376.983,46338.24,47258615.36,55323.7067
2022,1,21,14,0,6,378465568.301,50678902.7206,15925.6,59784614.6667,42763.2
2022,1,21,14,5,6,390713547.377,51146504.4342,531.3333,58196717.3333,16544
2022,1,21,14,10,6,379599476.288,47496775.6782,43286.9333,55437024.5333,15269.3333
2022,1,21,14,15,6,389277708.991,50601525.1658,32216,51058995.8667,32162
2022,1,21,14,20,6,417031348.58,49112620.0763,41306.5333,51380994,51984.64
2022,1,21,14,25,6,382425079.796,46995689.8227,129964.0533,47932334.08,231223.4933
2022,1,21,14,30,6,394560970.81,50813167.482,101417.92,55571733.8667,45897.5467
2022,1,21,14,35,6,428545528.044,50870971.7543,106857.0667,49330583.4667,111195.52
2022,1,21,14,40,6,423835789.073,47480790.8563,82517.8667,50682670,34150.8
2022,1,21,14,45,6,377977324.322,47711032.1146,1099798.9333,55347956.4,65576.6667
2022,1,21,14,50,6,441218109.975,51305922.5221,123932.48,45009120.96,115538
2022,1,21,14,55,6,423648904.412,48841833.6575,103904,47918950.8,14170.6667
2022,1,21,15,0,6,412942301.574,47645603.0297,372643.2,48265868.4,24412.24
2022,1,21,15,5,6,391013852.204,48391894.5465,81121.0667,42715062.5067,37445.3333
2022,1,21,15,10,6,410660881.045,46490554.8192,45920.8,33804663.2,184139.3333
2022,1,21,15,15,6,402785343.437,48970129.1801,76223.36,39012369.92,44168.6667
2022,1,21,15,20,6,441074775.372,50123356.4854,44419.4133,56633818.6667,23302.16
2022,1,21,15,25,6,441266659.238,48521706.097,332383.8667,59444532.2667,25177.28
2022,1,21,15,30,6,439296363.732,48973258.6053,398595.3067,55812274.0267,35814.4
2022,1,21,15,35,6,484548352.519,50972123.5573,288315.2,59629522.9333,121143.5733
2022,1,21,15,40,6,445321379.689,51604361.3094,162838.1867,59572946.24,140431.36
2022,1,21,15,45,6,420620256.738,48511243.354,405577.1733,57558780.16,45582.0533
2022,1,21,15,50,6,394287085.696,50913039.8439,68858.88,47716989.6533,73016.4267
2022,1,21,15,55,6,507796466.353,55305193.5858,113076.3733,53754831.2533,35534.3467
2022,1,21,16,0,6,394353092.311,56598986.9694,195667.3333,43332849.0667,48132.16
2022,1,21,16,5,6,407639245.932,56741817.8113,26788.9067,63857852.9067,307211.52
2022,1,21,16,10,6,418180604.287,57904574.626,130019.3333,64259014.5333,335944.6667
2022,1,21,16,15,6,415416315.585,58653761.4506,385026.1333,57646308.6933,65495.8133
2022,1,21,16,20,6,453608876.823,57952169.9716,63874.1333,58017622.2933,45288.32
2022,1,21,16,25,6,419285102.243,55368794.8522,519187.84,48302055.5733,114619.8133
2022,1,21,16,30,6,399153594.804,58561215.3625,1152247.4667,59956779.6,48614.72
2022,1,21,16,35,6,447451678.958,58609356.9512,1195408.32,51474398.2933,29501.04
2022,1,21,16,40,6,444763199.481,56813193.5477,1652532.5867,45722005.5467,28922.3733
2022,1,21,16,45,6,420719323.581,56614530.5383,45693.44,59157395.6267,39526.88
2022,1,21,16,50,6,447392430.071,56848601.3017,1214368.5333,51090045.6533,24655.68
2022,1,21,16,55,6,460168532.565,63319805.4211,1495798.2933,71577665.7067,220564.6933
2022,1,21,17,0,6,431015421.169,57975621.7963,1341814.6667,60546030.9333,60558.72
2022,1,21,17,5,6,454422039.876,57514482.533,788876.0533,65947796.6933,40842.1867
2022,1,21,17,10,6,501141487.232,55670660.7246,64243.84,43005224.2133,40648
2022,1,21,17,15,6,457719843.799,57001141.7129,59318.6667,91031325.44,11893.7333
2022,1,21,17,20,6,474728627.929,54292525.4259,1080362.1333,69291629.7333,35821.8667
2022,1,21,17,25,6,483885755.886,50662412.3605,1221980.9333,67184540.4,27395.52
2022,1,21,17,30,6,466438777.716,51175163.4454,1133283.0933,74639413.44,24849.92
2022,1,21,17,35,6,471320999.246,50274546.7594,949336.96,65467227.36,36735.92
2022,1,21,17,40,6,438499646.958,50024880.3982,265778.5333,59713874.8,25185.3333
2022,1,21,17,45,6,465635872.038,56056548.6493,165969.0667,73680096.8533,160238.6667
2022,1,21,17,50,6,467035034.737,52671463.5303,1896921.6,78913683.6,68840.64
2022,1,21,17,55,6,452463506.148,52116091.0094,1429090.9333,68021454.9333,78738.56
2022,1,21,18,0,6,422345857.834,47703391.5076,139544.4267,77689437.2267,42079.3067
2022,1,21,18,5,6,451444414.456,50167955.9923,2690895.3333,70187732.5333,35927.36
2022,1,21,18,10,6,466185567.08,50179891.2646,462515.0667,82892747.4667,21273.6
2022,1,21,18,15,6,498795155.89,51498654.5824,280373.0133,83475970.24,16386.2133
2022,1,21,18,20,6,551320620.836,54905499.8059,115663.5733,89987773.44,34236
2022,1,21,18,25,6,578746839.67,52549354.0289,314775.5733,92663367.5733,21542.72
2022,1,21,18,30,6,527711772.306,56188970.0587,516805.8667,91664553.7333,35772.4267
2022,1,21,18,35,6,460685535.295,55773266.6247,1087850.5333,98398614.4,51554.24
2022,1,21,18,40,6,475477685.355,54814796.5305,976925.0133,84030178.4533,32596
2022,1,21,18,45,6,511017400.295,54952697.815,102646.6667,89908978.1333,23610.4
2022,1,21,18,50,6,527803796.75,54288068.9237,185827.4667,89252354.2667,31068.3733
2022,1,21,18,55,6,502302846.989,55329758.5661,38864.4267,82580387.7333,8105.92
2022,1,21,19,0,6,487491945.477,53920388.5803,116602.3467,63452421.9733,23995.76
2022,1,21,19,5,6,460764295.901,53551340.8672,29842.9867,56041187.2,167101.76
2022,1,21,19,10,6,495971226.34,51162196.8658,648432.64,58791408.4267,21902.6133
2022,1,21,19,15,6,489678596.328,52745617.6138,2941122.8,64011024,57218.08
2022,1,21,19,20,6,520685606.375,52925331.756,1519849.6,65628576.2667,82967.5733
2022,1,21,19,25,6,480740594.407,55053285.9049,2148076.6667,73996278,30712
2022,1,21,19,30,6,490281106.343,51038093.7016,3551543.7867,81945362.56,46536.2133
2022,1,21,19,35,6,492773462.567,52459393.434,1834742.2933,87148078.8267,65164.48
2022,1,21,19,40,6,450548310.784,51450083.6956,2965064.4267,85748223.7867,28144
2022,1,21,19,45,6,426997568.411,48133966.2082,3795476.9067,74555425.8133,42273.4133
2022,1,21,19,50,6,451472869.486,49394203.1436,4008590.5333,56986971.3333,51295.2
2022,1,21,19,55,6,422600837.271,48331385.0234,1372406.4,68088415.1467,9558.64
2022,1,21,20,0,6,400427744.204,52770831.1607,1252979.6,59581696,24168.7467
2022,1,21,20,5,6,416925371.828,49560751.4909,1436843.6,49200386.4,16190.9867
2022,1,21,20,10,6,430155615.735,50892653.6498,1327464.5333,58023615.04,15336
2022,1,21,20,15,6,440365948.616,52117381.8657,54391.7333,62879643.0667,6342.08
2022,1,21,20,20,6,465420296.08,56705540.6524,189570.0267,54043728.64,572832.16
2022,1,21,20,25,6,510973153.546,51155590.2155,1006942.1333,65703282.2667,261019.36
2022,1,21,20,30,6,485858945.055,48808195.9914,969571.7333,51195769.6,78107.4133
2022,1,21,20,35,6,467540746.676,46819894.9454,935627.6,67996277.0667,252268.72
2022,1,21,20,40,6,507202259.797,44028657.2604,125626.3467,51713775.36,93177.2
2022,1,21,20,45,6,470316515.107,42512231.0901,271812.6933,48429800,62731.3333
2022,1,21,20,50,6,452948748.905,44624832.2234,140941.2267,49603097.8133,244766.4
2022,1,21,20,55,6,484225027.083,49982575.4605,38529.3333,51783860.1333,90144.6667
2022,1,21,21,0,6,487056110.046,54540209.962,21787.2,51262848.4267,48225.3333
2022,1,21,21,5,6,505405394.688,53581002.3044,329858.1333,55847677.0133,594513.28
2022,1,21,21,10,6,539090966.99,49266291.0652,334024,55909736,629536
2022,1,21,21,15,6,565139419.979,53977638.6325,800275.3067,124469137.6,555137.4933
2022,1,21,21,20,6,573433967.634,57740591.2425,1464682.6667,69138148.0533,147386.6667
2022,1,21,21,25,6,566832107.234,57745271.9408,1183476.9333,71341489.8667,324880.6933
2022,1,21,21,30,6,535596954.456,57597184.9337,1386991.36,72286192.5333,926906.48
2022,1,21,21,35,6,516268792.087,49521697.3611,1188591.1467,78166105.0667,322641.28
2022,1,21,21,40,6,516864525.22,48977606.267,2180282.0267,69512815.8933,276782.1067
2022,1,21,21,45,6,484786830.869,49662325.6725,1908778.56,83896226.88,201108.08
2022,1,21,21,50,6,477277818.275,49986733.2412,1253182.5333,85107471.8667,192856.32
2022,1,21,21,55,6,542828352.137,50258850.8213,1244361.92,79540178.24,143792.6667
2022,1,21,22,0,6,520358817.856,50006844.32,865116.4,83029059.3333,334618.9867
2022,1,21,22,5,6,516120019.317,48995924.1693,532512.4,79666913.4667,243495.68
2022,1,21,22,10,6,542884495.167,48629311.5667,207400.6667,86643985.3333,249686
2022,1,21,22,15,6,516923788.225,47482985.1902,238068.4,100237234.933,338044.6933
2022,1,21,22,20,6,505241755.896,47249831.1951,507696.4,91907477.0667,318605.6533
2022,1,21,22,25,6,537711486.84,45780923.8418,506356,95625138.2667,287663.84
2022,1,21,22,30,6,499834522.284,47231946.0544,469369.2,98653635.2,256577.3333
2022,1,21,22,35,6,473650564.265,50483626.598,86761.92,98000189.0133,2864687.04
2022,1,21,22,40,6,489771196.179,51568074.4912,263351.4667,84401532.5333,3752567.84
2022,1,21,22,45,6,468643886.451,47066907.7746,162466.1333,90999655.6,6690072.32
2022,1,21,22,50,6,495458089.464,48524565.0886,298032.2133,101906502.187,5676004.6133
2022,1,21,22,55,6,457540437.103,49876056.1723,704342.4,101749981.76,3936915.6533
2022,1,21,23,0,6,463675949.339,49630861.3907,48213.4667,95041993.4667,5659816.1867
2022,1,21,23,5,6,422418342.896,54108154.6974,322056.5333,89148625.7333,3827645.92
2022,1,21,23,10,6,409369879.28,50773309.0871,304352.5333,87012092.2667,6919637.44
2022,1,21,23,15,6,403999120.833,42932754.9429,267138.7733,93471103.7867,9348331.3333
2022,1,21,23,20,6,436706660.391,43088550.5216,733530.6667,89800144.1067,11132957.12
2022,1,21,23,25,6,449116437.165,39757789.8318,506615.68,85944149.6533,10482801.6533
2022,1,21,23,30,6,434184683.407,31086903.541,687607.5733,80006787.7333,8562050.72
2022,1,21,23,35,6,407889351.311,34295694.1191,1939697.4933,70530092.5867,767938
2022,1,21,23,40,6,372106021.162,35227107.6079,1201886.6133,55556359.68,75400
2022,1,21,23,45,6,373275824.79,34812630.1361,77830.9333,55577182.5333,116893.5467
2022,1,21,23,55,6,345377622.347,34655938.3379,943951.3333,52197981.8667,198947.0667
2022,1,22,0,0,7,311040128.559,32581631.3358,85383.68,59041220.64,213800
2022,1,22,0,5,7,272056917.274,42035585.1163,348468.0533,56942214.4,112420.64
2022,1,22,0,10,7,276344488.73,42341649.2774,1137634.88,42479631.1467,219014.6133
2022,1,22,0,15,7,282380735.618,38037194.5949,1723749.7333,41711993.2,63142.48
2022,1,22,0,20,7,264533012.64,27606364.1624,814760.24,40598358.8,45712
2022,1,22,0,25,7,251883333.183,28228433.5974,139527.36,40750631.5733,144939.3333
2022,1,22,0,30,7,241014823.953,37182329.2619,117630.2933,33642620.0533,183102.6667
2022,1,22,0,35,7,207889778.459,32892147.7618,647264.4267,22313130.7733,185752
2022,1,22,0,40,7,204755177.019,33429979.5986,366640.96,19277206.6133,66687.6
2022,1,22,0,45,7,196887339.518,35241086.8658,272081.28,15034218.9867,73046.2667
2022,1,22,0,50,7,177039609.879,32964262.4651,45485.5467,17113430.8267,74552
2022,1,22,0,55,7,201034295.703,33581148.5593,92665.28,24285912.64,46676.88
2022,1,22,1,0,7,220117223.41,32514415.7105,180349.3333,20813286.2667,161231.3333
2022,1,22,1,5,7,269573631.498,33894737.6545,100254.2933,22173923.52,305528.1867
2022,1,22,1,10,7,218603483.816,32794246.4708,434310.8267,22710370.24,156205.44
2022,1,22,1,15,7,180827868.698,30844487.4866,438840,22717360,142256
2022,1,22,1,20,7,174521786.646,30140496.8554,2366275.6,44143752.8,68074.2667
2022,1,22,1,25,7,174939689.06,27967595.4138,1288398.8,22983908.6667,60136
2022,1,22,1,30,7,169500648.803,31811706.3196,1166491.2,31063239.2,110673.76
2022,1,22,1,35,7,165625711.014,32364558.2507,921372.9333,29504398.8,49549.6
2022,1,22,1,40,7,198325944.748,35431818.1222,572522.8,27633273.0667,52210.24
2022,1,22,1,45,7,202848816.53,32963637.7422,9822.2667,26193544.9333,144523.2
2022,1,22,1,50,7,154837539.754,36690815.2765,125272.32,28839299.9467,72902.32
2022,1,22,1,55,7,151314949.005,38564364.9462,77211.2,24063973.2,33927.4133
2022,1,22,2,0,7,179842686.998,29416416.7402,1461.6,26671313.6,88633.8933
2022,1,22,2,5,7,168775094.902,24702704.206,26682.0267,30165587.9467,75054.6667
2022,1,22,2,10,7,149918699.424,31062236.2069,23559.04,33408802.56,52777.3333
2022,1,22,2,15,7,128452418.826,32374237.435,692.3733,32567378.3467,50881.84
2022,1,22,2,20,7,134514374.377,38515135.4898,494.5067,31384834.7733,70644.5333
2022,1,22,2,25,7,153279058.199,27467642.6539,361.8133,33106962.24,33658.7467
2022,1,22,2,30,7,155580491.451,37597305.8411,443515.4133,25785946.0267,79662.48
2022,1,22,2,35,7,130998202.475,34338530.9017,711341.6533,27255117.12,45924.9867
2022,1,22,2,40,7,125716532.855,34673647.803,265804.5867,29756902.5067,42816
2022,1,22,2,45,7,116024861.682,34067634.2873,609442.24,18986337.1733,104411.84
2022,1,22,2,50,7,118428014.846,43461483.9449,413187.9467,11260510.08,9968.6667
2022,1,22,2,55,7,130019571.386,39179514.9244,573714.0267,17159405.0133,10158
